State	vote_by_mail	polling_place	registration_deadline	next_primary_date	general_election_date	early_voting_info	local_subs	search_terms
AK		https://www.rockthevote.com/get-informed/elections/find-your-polling-place/
AL		https://myinfo.alabamavotes.gov/VoterView/PollingPlaceSearch.do	20171127		20171212		huntsvillealabama, MobileAL, tuscaloosa	"roy moore"
CA					20181106
FL			20180730	20180828	20181106
